enrollee_id,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
27622,0.664,Male,Has relevent experience,Part time course,Graduate,STEM,11,<10,Early Stage Startup,2,19,1.0
25254,0.724,Female,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Pvt Ltd,1,2,1.0
32261,0.5089999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,12,50-99,Funded Startup,2,52,1.0
16071,0.617,Male,Has relevent experience,Part time course,Graduate,STEM,7,500-999,Pvt Ltd,1,19,1.0
30087,0.524,Male,Has relevent experience,Full time course,Graduate,STEM,1,1000-4999,Pvt Ltd,1,51,1.0
972,0.817,Male,No relevent experience,Full time course,Graduate,STEM,3,<10,Funded Startup,1,5,1.0
24501,0.644,Male,Has relevent experience,Part time course,Graduate,STEM,2,50-99,Early Stage Startup,1,7,1.0
22370,0.5179999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,97,1.0
23321,0.604,Male,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,1,46,1.0
20393,0.5800000000000001,Male,Has relevent experience,Part time course,Graduate,No Major,6,500-999,Pvt Ltd,1,20,1.0
31161,0.634,Male,Has relevent experience,Full time course,Masters,STEM,1,100-500,Pvt Ltd,never,18,1.0
18599,1.026,Male,No relevent experience,Full time course,Masters,STEM,4,10/49,Public Sector,4,44,1.0
21259,0.8200000000000001,Male,No relevent experience,Full time course,Graduate,STEM,1,50-99,NGO,1,34,1.0
10781,0.524,Male,Has relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,1,3,1.0
28955,1.0,Male,No relevent experience,Part time course,Graduate,Humanities,<1,500-999,Pvt Ltd,1,9,1.0
2760,0.534,Male,Has relevent experience,Full time course,Graduate,STEM,1,500-999,Pvt Ltd,1,11,1.0
5590,0.534,Male,Has relevent experience,Part time course,Masters,STEM,9,5000-9999,Pvt Ltd,3,3,1.0
4759,0.614,Male,Has relevent experience,Full time course,Masters,STEM,4,100-500,Pvt Ltd,1,3,1.0
14121,0.89,Male,Has relevent experience,Part time course,Graduate,STEM,3,100-500,NGO,1,111,1.0
17219,0.704,Male,No relevent experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,1,252,1.0
10631,0.534,Male,No relevent experience,Full time course,Masters,Other,1,50-99,Pvt Ltd,never,18,1.0
27622,0.594,Male,Has relevent experience,Part time course,Graduate,STEM,11,<10,Early Stage Startup,2,21,1.0
12863,0.8260000000000001,Male,No relevent experience,Full time course,Masters,STEM,>20,5000-9999,Other,4,104,1.0
6607,0.674,Male,Has relevent experience,Full time course,Graduate,STEM,5,<10,Early Stage Startup,never,58,1.0
30835,0.646,Male,Has relevent experience,Full time course,Graduate,STEM,9,50-99,Pvt Ltd,2,189,1.0
33143,0.9,Male,No relevent experience,Full time course,Graduate,No Major,1,1000-4999,NGO,1,90,1.0
31024,0.554,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,2,27,1.0
13563,0.5700000000000001,Male,Has relevent experience,Part time course,Masters,STEM,7,10/49,Pvt Ltd,2,41,1.0
32010,0.86,Male,Has relevent experience,Part time course,Graduate,STEM,11,10000+,Pvt Ltd,4,33,1.0
14411,0.604,Male,Has relevent experience,Full time course,Masters,STEM,1,50-99,Pvt Ltd,1,54,1.0
6229,0.906,Male,No relevent experience,Full time course,Graduate,STEM,1,10/49,Funded Startup,1,142,1.0
24135,0.694,Male,Has relevent experience,Full time course,Masters,STEM,2,10/49,Pvt Ltd,1,240,1.0
18640,0.684,Male,Has relevent experience,Full time course,Graduate,STEM,5,500-999,Pvt Ltd,4,10,1.0
24016,0.65,Male,Has relevent experience,Part time course,Graduate,STEM,10,500-999,Pvt Ltd,1,53,1.0
33258,0.8260000000000001,Male,Has relevent experience,Full time course,Masters,STEM,9,10/49,Pvt Ltd,4,105,1.0
12414,0.634,Male,Has relevent experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,1,16,1.0
23998,0.49299999999999994,Male,No relevent experience,Full time course,Graduate,STEM,5,5000-9999,Pvt Ltd,1,115,1.0
26326,1.02,Female,Has relevent experience,Part time course,Graduate,STEM,15,10000+,Other,>4,61,1.0
30335,0.564,Male,Has relevent experience,Full time course,Graduate,STEM,<1,50-99,Early Stage Startup,1,28,1.0
30835,0.506,Male,Has relevent experience,Full time course,Graduate,STEM,9,50-99,Pvt Ltd,2,188,1.0
31024,0.674,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,2,25,1.0
19339,0.684,Male,Has relevent experience,Part time course,Graduate,STEM,3,10/49,Pvt Ltd,1,63,1.0
19456,0.564,Male,No relevent experience,Full time course,Masters,STEM,5,50-99,Pvt Ltd,2,52,1.0
19339,0.564,Male,Has relevent experience,Part time course,Graduate,STEM,3,10/49,Pvt Ltd,1,68,1.0
16544,0.85,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,3,19,1.0
28417,0.8200000000000001,Female,Has relevent experience,Full time course,Graduate,STEM,7,50-99,NGO,4,160,1.0
31163,0.554,Male,Has relevent experience,Full time course,Graduate,STEM,7,10/49,Pvt Ltd,4,71,1.0
32010,0.89,Male,Has relevent experience,Part time course,Graduate,STEM,11,10000+,Pvt Ltd,4,38,1.0
24937,0.554,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,4,201,1.0
14714,0.594,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,4,107,1.0
21630,0.614,Male,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Early Stage Startup,1,35,1.0
28955,0.9700000000000001,Male,No relevent experience,Part time course,Graduate,Humanities,<1,500-999,Pvt Ltd,1,17,1.0
6828,0.674,Male,Has relevent experience,Full time course,Masters,STEM,9,50-99,Pvt Ltd,1,55,1.0
18640,0.534,Male,Has relevent experience,Full time course,Graduate,STEM,5,500-999,Pvt Ltd,4,7,1.0
1848,0.594,Male,Has relevent experience,Part time course,Masters,STEM,9,10000+,Pvt Ltd,4,39,1.0
972,0.807,Male,No relevent experience,Full time course,Graduate,STEM,3,<10,Funded Startup,1,7,1.0
28417,0.86,Female,Has relevent experience,Full time course,Graduate,STEM,7,50-99,NGO,4,159,1.0
11018,0.5189999999999999,Male,Has relevent experience,Full time course,Masters,Humanities,3,50-99,Pvt Ltd,1,13,1.0
27359,0.53,Male,Has relevent experience,Part time course,Masters,STEM,9,50-99,Pvt Ltd,3,9,1.0
14121,0.9600000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,3,100-500,NGO,1,110,1.0
5590,0.654,Male,Has relevent experience,Part time course,Masters,STEM,9,5000-9999,Pvt Ltd,3,-2,1.0
28417,0.8500000000000001,Female,Has relevent experience,Full time course,Graduate,STEM,7,50-99,NGO,4,153,1.0
29612,0.604,Male,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Pvt Ltd,1,6,1.0
2760,0.674,Male,Has relevent experience,Full time course,Graduate,STEM,1,500-999,Pvt Ltd,1,3,1.0
22248,0.99,Female,Has relevent experience,Part time course,Graduate,STEM,16,100-500,Other,3,10,1.0
3943,1.0,Male,No relevent experience,Full time course,Graduate,STEM,1,10/49,Public Sector,1,11,1.0
8365,0.614,Male,Has relevent experience,Full time course,Graduate,STEM,5,<10,Early Stage Startup,2,136,1.0
19579,0.574,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,1,11,1.0
6828,0.554,Male,Has relevent experience,Full time course,Masters,STEM,9,50-99,Pvt Ltd,1,63,1.0
30335,0.704,Male,Has relevent experience,Full time course,Graduate,STEM,<1,50-99,Early Stage Startup,1,23,1.0
14554,0.674,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,1,95,1.0
27622,0.704,Male,Has relevent experience,Part time course,Graduate,STEM,11,<10,Early Stage Startup,2,18,1.0
7237,0.9600000000000001,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,2,22,1.0
8143,0.544,Female,No relevent experience,Full time course,Graduate,STEM,<1,10000+,Pvt Ltd,4,57,1.0
18532,0.684,Male,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,1,38,1.0
14714,0.574,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,4,107,1.0
21319,0.594,Male,No relevent experience,Full time course,Graduate,STEM,1,100-500,Pvt Ltd,1,45,1.0
26445,0.802,Male,No relevent experience,Part time course,Graduate,Business Degree,<1,100-500,Pvt Ltd,1,78,1.0
14095,0.736,Male,Has relevent experience,Part time course,Graduate,Humanities,2,100-500,Pvt Ltd,2,8,1.0
33168,0.704,Female,Has relevent experience,Full time course,Masters,STEM,<1,<10,Pvt Ltd,1,25,1.0
16292,0.704,Male,Has relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,never,42,1.0
19789,0.674,Male,Has relevent experience,Full time course,Graduate,STEM,13,50-99,Pvt Ltd,>4,-1,1.0
14527,0.634,Male,Has relevent experience,Full time course,Graduate,STEM,<1,<10,Early Stage Startup,1,1,1.0
11771,0.654,Male,Has relevent experience,Full time course,Masters,STEM,7,10000+,Pvt Ltd,3,89,1.0
21590,0.724,Male,No relevent experience,Full time course,Graduate,STEM,2,<10,Pvt Ltd,1,49,1.0
14714,0.714,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,4,110,1.0
28315,0.694,Male,Has relevent experience,Part time course,Masters,STEM,7,50-99,Funded Startup,1,16,1.0
30335,0.564,Male,Has relevent experience,Full time course,Graduate,STEM,<1,50-99,Early Stage Startup,1,30,1.0
11018,0.619,Male,Has relevent experience,Full time course,Masters,Humanities,3,50-99,Pvt Ltd,1,19,1.0
29612,0.684,Male,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Pvt Ltd,1,7,1.0
14095,0.6259999999999999,Male,Has relevent experience,Part time course,Graduate,Humanities,2,100-500,Pvt Ltd,2,12,1.0
21620,0.704,Female,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,13,1.0
22553,0.724,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,134,1.0
12625,0.704,Male,Has relevent experience,Full time course,Graduate,STEM,9,10000+,Pvt Ltd,>4,88,1.0
27622,0.654,Male,Has relevent experience,Part time course,Graduate,STEM,11,<10,Early Stage Startup,2,17,1.0
33168,0.604,Female,Has relevent experience,Full time course,Masters,STEM,<1,<10,Pvt Ltd,1,27,1.0
6607,0.604,Male,Has relevent experience,Full time course,Graduate,STEM,5,<10,Early Stage Startup,never,52,1.0
5570,0.466,Male,Has relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,1,30,1.0
8365,0.724,Male,Has relevent experience,Full time course,Graduate,STEM,5,<10,Early Stage Startup,2,146,1.0
18631,0.584,Male,Has relevent experience,Full time course,Masters,STEM,11,100-500,Pvt Ltd,4,2,1.0
14411,0.604,Male,Has relevent experience,Full time course,Masters,STEM,1,50-99,Pvt Ltd,1,41,1.0
5570,0.47600000000000003,Male,Has relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,1,24,1.0
18624,0.584,Male,Has relevent experience,Full time course,Graduate,STEM,10,5000-9999,Pvt Ltd,1,290,1.0
17241,0.889,Male,Has relevent experience,Full time course,Graduate,STEM,11,500-999,Pvt Ltd,4,131,1.0
11623,0.534,Female,Has relevent experience,Full time course,Graduate,STEM,<1,10/49,Pvt Ltd,1,64,1.0
24964,0.654,Male,Has relevent experience,Full time course,Masters,STEM,2,1000-4999,Pvt Ltd,1,31,1.0
24964,0.634,Male,Has relevent experience,Full time course,Masters,STEM,2,1000-4999,Pvt Ltd,1,38,1.0
972,0.877,Male,No relevent experience,Full time course,Graduate,STEM,3,<10,Funded Startup,1,9,1.0
16300,0.544,Male,Has relevent experience,Full time course,Masters,STEM,4,50-99,Pvt Ltd,1,30,1.0
30224,0.564,Male,No relevent experience,Full time course,Masters,Other,3,50-99,Pvt Ltd,2,72,1.0
28829,0.704,Male,Has relevent experience,Full time course,Graduate,STEM,9,100-500,Pvt Ltd,1,70,1.0
22513,0.714,Male,Has relevent experience,Full time course,Graduate,STEM,4,100-500,NGO,1,34,1.0
4893,0.674,Male,Has relevent experience,Full time course,Masters,STEM,4,50-99,Pvt Ltd,1,26,1.0
18631,0.644,Male,Has relevent experience,Full time course,Masters,STEM,11,100-500,Pvt Ltd,4,4,1.0
28633,0.664,Male,Has relevent experience,Full time course,Masters,STEM,8,100-500,Pvt Ltd,2,35,1.0
33155,0.614,Male,Has relevent experience,Full time course,Graduate,STEM,2,<10,Pvt Ltd,2,65,1.0
32010,0.9,Male,Has relevent experience,Part time course,Graduate,STEM,11,10000+,Pvt Ltd,4,34,1.0
16300,0.534,Male,Has relevent experience,Full time course,Masters,STEM,4,50-99,Pvt Ltd,1,21,1.0
17210,0.594,Male,Has relevent experience,Full time course,Masters,STEM,3,10/49,Pvt Ltd,never,10,1.0
31812,0.564,Male,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,1,86,1.0
10552,0.634,Female,Has relevent experience,Full time course,Masters,STEM,7,500-999,Pvt Ltd,1,48,1.0
28960,0.5589999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,6,100-500,Funded Startup,1,13,1.0
29612,0.654,Male,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Pvt Ltd,1,10,1.0
10781,0.724,Male,Has relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,1,9,1.0
12938,0.5179999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,1,10/49,Pvt Ltd,1,63,1.0
16382,0.664,Male,No relevent experience,Full time course,Masters,STEM,<1,10000+,Pvt Ltd,2,48,1.0
19456,0.594,Male,No relevent experience,Full time course,Masters,STEM,5,50-99,Pvt Ltd,2,42,1.0
16544,0.8300000000000001,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,3,13,1.0
19797,0.644,Female,Has relevent experience,Full time course,Masters,STEM,13,100-500,Pvt Ltd,>4,7,1.0
33168,0.674,Female,Has relevent experience,Full time course,Masters,STEM,<1,<10,Pvt Ltd,1,30,1.0
12012,0.6000000000000001,Male,Has relevent experience,Full time course,Masters,STEM,4,50-99,NGO,1,112,1.0
14714,0.534,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,4,105,1.0
29272,0.604,Male,Has relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,1,6,1.0
12414,0.694,Male,Has relevent experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,1,17,1.0
26835,0.684,Male,Has relevent experience,Full time course,Graduate,STEM,1,10/49,Pvt Ltd,never,13,1.0
5777,0.564,Male,Has relevent experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,never,9,1.0
14554,0.654,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,1,103,1.0
3943,1.01,Male,No relevent experience,Full time course,Graduate,STEM,1,10/49,Public Sector,1,10,1.0
27196,0.8200000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,7,10/49,Pvt Ltd,4,36,1.0
18631,0.554,Male,Has relevent experience,Full time course,Masters,STEM,11,100-500,Pvt Ltd,4,4,1.0
2240,0.524,Male,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Pvt Ltd,2,53,1.0
31486,0.906,Male,Has relevent experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,2,175,1.0
6828,0.644,Male,Has relevent experience,Full time course,Masters,STEM,9,50-99,Pvt Ltd,1,56,1.0
1848,0.714,Male,Has relevent experience,Part time course,Masters,STEM,9,10000+,Pvt Ltd,4,35,1.0
7237,0.88,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,2,22,1.0
11619,0.544,Female,No relevent experience,Full time course,Graduate,STEM,3,500-999,NGO,1,45,1.0
26445,0.692,Male,No relevent experience,Part time course,Graduate,Business Degree,<1,100-500,Pvt Ltd,1,67,1.0
1848,0.524,Male,Has relevent experience,Part time course,Masters,STEM,9,10000+,Pvt Ltd,4,27,1.0
5598,0.694,Male,Has relevent experience,Part time course,Graduate,STEM,2,<10,Pvt Ltd,1,13,1.0
12938,0.45799999999999996,Male,Has relevent experience,Full time course,Graduate,STEM,1,10/49,Pvt Ltd,1,58,1.0
32714,0.544,Male,Has relevent experience,Full time course,Graduate,Other,5,10/49,Early Stage Startup,1,4,1.0
7073,0.5179999999999999,Male,No relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,1,59,1.0
32720,0.505,Female,Has relevent experience,Part time course,Masters,STEM,>20,10000+,NGO,3,128,1.0
31024,0.564,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,2,29,1.0
32010,0.8200000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,11,10000+,Pvt Ltd,4,34,1.0
25898,0.694,Male,Has relevent experience,Full time course,Masters,STEM,17,10000+,Pvt Ltd,1,124,1.0
6681,0.634,Male,Has relevent experience,Full time course,Graduate,STEM,7,500-999,Pvt Ltd,1,79,1.0
972,0.867,Male,No relevent experience,Full time course,Graduate,STEM,3,<10,Funded Startup,1,9,1.0
2760,0.684,Male,Has relevent experience,Full time course,Graduate,STEM,1,500-999,Pvt Ltd,1,0,1.0
5200,0.564,Male,Has relevent experience,Full time course,Graduate,STEM,9,<10,Pvt Ltd,2,55,1.0
11623,0.604,Female,Has relevent experience,Full time course,Graduate,STEM,<1,10/49,Pvt Ltd,1,61,1.0
22553,0.564,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,130,1.0
33168,0.594,Female,Has relevent experience,Full time course,Masters,STEM,<1,<10,Pvt Ltd,1,32,1.0
2545,0.524,Female,Has relevent experience,Full time course,Masters,STEM,8,500-999,Pvt Ltd,2,64,1.0
29612,0.574,Male,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Pvt Ltd,1,10,1.0
19665,0.554,Male,Has relevent experience,Part time course,Graduate,STEM,8,10000+,Pvt Ltd,1,66,1.0
11018,0.6589999999999999,Male,Has relevent experience,Full time course,Masters,Humanities,3,50-99,Pvt Ltd,1,23,1.0
7938,0.634,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,3,15,1.0
6607,0.634,Male,Has relevent experience,Full time course,Graduate,STEM,5,<10,Early Stage Startup,never,59,1.0
26326,0.9800000000000001,Female,Has relevent experience,Part time course,Graduate,STEM,15,10000+,Other,>4,61,1.0
28960,0.6589999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,6,100-500,Funded Startup,1,16,1.0
7938,0.544,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,3,15,1.0
5734,0.674,Male,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Early Stage Startup,2,-4,1.0
27622,0.524,Male,Has relevent experience,Part time course,Graduate,STEM,11,<10,Early Stage Startup,2,21,1.0
7938,0.674,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,3,13,1.0
18599,0.896,Male,No relevent experience,Full time course,Masters,STEM,4,10/49,Public Sector,4,32,1.0
32809,0.594,Male,Has relevent experience,Full time course,Masters,STEM,10,<10,Pvt Ltd,1,68,1.0
12938,0.6479999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,1,10/49,Pvt Ltd,1,56,1.0
22552,0.534,Male,Has relevent experience,Full time course,Graduate,STEM,4,<10,Pvt Ltd,1,40,1.0
22553,0.614,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,126,1.0
14335,0.5229999999999999,Male,No relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,2,99,1.0
12012,0.47000000000000003,Male,Has relevent experience,Full time course,Masters,STEM,4,50-99,NGO,1,111,1.0
11623,0.554,Female,Has relevent experience,Full time course,Graduate,STEM,<1,10/49,Pvt Ltd,1,60,1.0
30654,0.554,Male,Has relevent experience,Full time course,Graduate,STEM,3,<10,Pvt Ltd,1,13,1.0
14823,0.554,Male,No relevent experience,Part time course,Graduate,No Major,5,<10,Early Stage Startup,4,39,1.0
19339,0.684,Male,Has relevent experience,Part time course,Graduate,STEM,3,10/49,Pvt Ltd,1,71,1.0
30335,0.584,Male,Has relevent experience,Full time course,Graduate,STEM,<1,50-99,Early Stage Startup,1,27,1.0
24937,0.684,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,4,199,1.0
10552,0.644,Female,Has relevent experience,Full time course,Masters,STEM,7,500-999,Pvt Ltd,1,54,1.0
